Date,Time,Transaction,Item
2016-11-01,15:02:23,242,Juice
2016-11-01,15:02:23,242,Tea
2016-11-01,15:02:23,242,Alfajores
2016-11-01,15:18:43,243,Cake
2016-11-01,15:18:43,243,Muffin
2016-11-01,15:18:43,243,Coffee
2016-11-01,15:18:43,243,Soup
2016-11-01,15:33:18,244,Hot chocolate
2016-11-01,15:33:18,244,Cake
2016-11-01,15:33:18,244,Coffee
2016-11-01,15:37:30,245,Cake
2016-11-01,15:37:30,245,Cookies
2016-11-01,15:48:44,246,Tea
2016-11-01,15:48:44,246,Bread
2016-11-02,13:02:57,310,Coffee
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:09:40,311,Cookies
2016-11-02,13:09:40,311,Farm House
2016-11-02,13:11:57,312,Soup
2016-11-02,13:11:57,312,Tea
2016-11-02,13:11:57,312,Juice
2016-11-02,13:12:44,313,Soup
2016-11-02,13:16:48,314,Coffee
2016-11-02,13:23:56,316,Bread
2016-11-02,13:42:15,317,Cookies
2016-11-02,13:42:15,317,Tea
2016-11-02,13:46:42,318,Soup
2016-11-02,13:46:42,318,Hearty & Seasonal
2016-11-02,13:46:42,318,Bread
2016-11-02,13:50:59,319,Coffee
2016-11-02,13:58:39,320,Coffee
2016-11-02,14:00:37,321,Coffee
2016-11-02,14:00:37,321,Tea
2016-11-02,14:01:20,322,Bread
2016-11-02,14:05:20,323,Tea
2016-11-02,14:11:14,324,Coffee
2016-11-02,14:11:14,324,Tea
2016-11-02,14:11:50,325,Coffee
2016-11-02,14:34:44,326,Fudge
2016-11-02,15:03:25,327,Tea
2016-11-02,15:25:57,328,Soup
2016-11-02,15:25:57,328,Tea
2016-11-02,15:33:54,329,Juice
2016-11-02,15:46:22,330,Alfajores
2016-11-02,15:57:42,331,Bread
2016-11-03,13:02:37,391,Sandwich
2016-11-03,13:02:37,391,Coffee
2016-11-03,13:02:37,391,Brownie
2016-11-03,13:19:57,392,Brownie
2016-11-03,13:19:57,392,Pastry
2016-11-03,13:19:57,392,Focaccia
2016-11-03,13:19:57,392,Farm House
2016-11-03,13:30:57,393,Cake
2016-11-03,13:30:57,393,Focaccia
2016-11-03,13:35:48,394,Soup
2016-11-03,13:35:48,394,Hearty & Seasonal
2016-11-03,13:35:48,394,Mineral water
2016-11-03,13:36:09,395,Hearty & Seasonal
2016-11-03,13:37:53,396,Hearty & Seasonal
2016-11-03,13:41:42,397,Coffee
2016-11-03,13:41:42,397,Coffee
2016-11-03,13:41:42,397,Pastry
2016-11-03,14:00:26,398,Coffee
2016-11-03,14:03:07,399,Tea
2016-11-03,14:03:07,399,Cake
2016-11-03,14:09:44,400,Coffee
2016-11-03,14:09:44,400,Soup
2016-11-03,14:14:56,401,Bread
2016-11-03,14:14:56,401,Focaccia
2016-11-03,14:14:56,401,Fudge
2016-11-03,14:16:50,402,Hot chocolate
2016-11-03,14:16:50,402,Coffee
2016-11-03,14:16:50,402,Alfajores
2016-11-03,14:26:27,403,Brownie
2016-11-03,14:26:27,403,Pastry
2016-11-03,14:26:27,403,Cake
2016-11-03,14:40:15,404,Medialuna
2016-11-03,14:40:15,404,Alfajores
2016-11-03,14:40:15,404,Dulce de Leche
2016-11-03,14:41:13,405,Dulce de Leche
2016-11-03,14:41:13,405,Alfajores
2016-11-03,14:48:35,406,Bread
2016-11-03,14:48:35,406,Cake
2016-11-03,14:51:45,407,Cake
2016-11-03,14:51:45,407,Coffee
2016-11-03,15:00:24,408,Bread
2016-11-03,15:01:52,409,Sandwich
2016-11-03,15:06:48,410,Bread
2016-11-03,15:06:48,410,Coffee
2016-11-03,15:06:48,410,Alfajores
2016-11-03,15:06:48,410,Medialuna
2016-11-03,15:19:41,411,Coffee
2016-11-03,15:23:33,412,Bread
2016-11-03,15:23:33,412,Alfajores
2016-11-03,15:27:03,413,Tea
2016-11-03,15:27:03,413,Coffee
2016-11-03,15:33:17,414,Bread
2016-11-03,15:33:40,415,Dulce de Leche
2016-11-03,15:40:11,416,Farm House
2016-11-03,15:41:18,417,Fudge
2016-11-03,15:42:41,418,Coffee
2016-11-03,15:55:46,419,Coffee
2016-11-03,15:55:46,419,Alfajores
2016-11-03,15:55:46,419,Juice
2016-11-03,15:55:46,419,Ella's Kitchen Pouches
2016-11-03,15:55:46,419,Brownie
2016-11-03,15:59:29,420,Alfajores
2016-11-04,13:01:38,491,Bread
2016-11-04,13:01:38,491,Hearty & Seasonal
2016-11-04,13:01:38,491,Coffee
2016-11-04,13:01:38,491,Mineral water
2016-11-04,13:04:40,492,Coffee
2016-11-04,13:04:40,492,Tartine
2016-11-04,13:04:40,492,Sandwich
2016-11-04,13:04:40,492,Brownie
2016-11-04,13:15:24,493,Coffee
2016-11-04,13:15:24,493,Brownie
2016-11-04,13:39:44,494,Alfajores
2016-11-04,13:39:44,494,Coffee
2016-11-04,13:39:44,494,Tartine
2016-11-04,13:55:51,495,Mighty Protein
2016-11-04,13:55:51,495,Coffee
2016-11-04,14:04:31,497,Coffee
2016-11-04,14:04:31,497,Hot chocolate
2016-11-04,14:16:07,498,Soup
2016-11-04,14:16:07,498,Jam
2016-11-04,14:16:07,498,Coffee
2016-11-04,14:16:07,498,Coffee
2016-11-04,14:17:39,499,Mineral water
2016-11-04,14:17:39,499,Brownie
2016-11-04,14:24:36,500,Scandinavian
2016-11-04,14:24:36,500,Coffee
2016-11-04,14:30:08,501,Scandinavian
2016-11-04,14:30:08,501,Coffee
2016-11-04,14:49:02,502,Coffee
2016-11-04,14:49:02,502,Coffee
2016-11-04,14:51:22,503,Coffee
2016-11-04,14:51:22,503,Coffee
2016-11-04,14:51:22,503,Hot chocolate
2016-11-04,14:51:22,503,Brownie
2016-11-04,14:51:22,503,Hearty & Seasonal
2016-11-04,15:18:24,504,Tea
2016-11-04,15:18:24,504,Cake
2016-11-04,15:20:23,505,Medialuna
2016-11-04,15:31:51,506,Alfajores
2016-11-04,15:31:51,506,Tea
2016-11-04,15:31:51,506,Coffee
2016-11-04,15:35:06,507,Coffee
2016-11-04,15:35:06,507,Juice
2016-11-04,15:35:06,507,Brownie
2016-11-04,15:35:06,507,Alfajores
2016-11-04,15:35:49,508,Coffee
2016-11-04,15:35:49,508,Sandwich
2016-11-04,15:36:38,509,Bread
2016-11-04,15:36:38,509,Soup
2016-11-04,15:37:02,510,Soup
2016-11-04,15:37:02,510,Bread
2016-11-04,15:38:27,511,Bread
2016-11-04,15:39:57,512,Tea
2016-11-04,15:39:57,512,Brownie
2016-11-04,15:39:57,512,Cookies
2016-11-04,15:41:06,513,Coffee
2016-11-04,15:41:06,513,Bread
2016-11-04,15:41:06,513,Brownie
2016-11-04,15:51:24,514,Brownie
2016-11-04,15:57:56,515,Cookies
2016-11-04,15:57:56,515,Bread
2016-11-04,15:57:56,515,Jam
2016-11-07,13:00:03,782,Bread
2016-11-07,13:00:03,782,Scandinavian
2016-11-07,13:01:39,783,Coffee
2016-11-07,13:09:02,784,Bread
2016-11-07,13:12:51,785,Scandinavian
2016-11-07,13:12:51,785,Bread
2016-11-07,13:28:28,786,Fudge
2016-11-07,13:28:28,786,Fudge
2016-11-07,13:36:49,787,Soup
2016-11-07,13:36:49,787,Hearty & Seasonal
2016-11-07,13:36:49,787,Coffee
2016-11-07,13:42:36,788,Coke
2016-11-07,13:45:52,789,Coffee
2016-11-07,13:45:52,789,Cookies
2016-11-07,13:45:52,789,Tea
2016-11-07,13:57:34,790,Pastry
2016-11-07,13:57:34,790,Tea
2016-11-07,13:57:34,790,Coffee
2016-11-07,14:00:32,791,Bread
2016-11-07,14:08:35,792,Coffee
2016-11-07,14:08:35,792,Medialuna
2016-11-07,14:15:29,793,Coffee
2016-11-07,14:15:29,793,Coffee
2016-11-07,14:15:29,793,Muffin
2016-11-07,14:15:29,793,Sandwich
2016-11-07,14:15:29,793,Soup
2016-11-07,14:19:36,794,Tea
2016-11-07,14:19:36,794,Coffee
2016-11-07,14:19:36,794,Muffin
2016-11-07,14:30:37,795,Alfajores
2016-11-07,14:35:18,796,Bread
2016-11-07,14:36:10,797,Coffee
2016-11-07,14:36:10,797,Medialuna
2016-11-07,14:37:40,798,Coffee
2016-11-07,14:40:37,799,Coffee
2016-11-07,14:41:38,800,Medialuna
2016-11-07,14:54:34,802,Empanadas
2016-11-07,14:54:34,802,Bread
2016-11-07,14:54:34,802,Scandinavian
2016-11-07,15:08:12,803,Coffee
2016-11-07,15:08:12,803,Tartine
2016-11-07,15:08:55,804,Tea
2016-11-07,15:11:04,805,Scandinavian
2016-11-07,15:29:01,806,Muffin
2016-11-07,15:40:48,807,Scandinavian
2016-11-07,15:40:48,807,Bread
2016-11-07,15:55:35,808,Bread
2016-11-08,13:00:04,858,Farm House
2016-11-08,13:04:05,859,Scandinavian
2016-11-08,13:16:55,860,Soup
2016-11-08,13:25:27,861,Hearty & Seasonal
2016-11-08,13:25:27,861,Tea
2016-11-08,13:25:27,861,Bread
2016-11-08,13:28:15,862,Hot chocolate
2016-11-08,13:29:47,863,Coffee
2016-11-08,13:29:47,863,Sandwich
2016-11-08,13:29:47,863,Hearty & Seasonal
2016-11-08,13:37:01,864,Brownie
2016-11-08,13:37:01,864,Hearty & Seasonal
2016-11-08,13:37:01,864,Sandwich
2016-11-08,13:37:01,864,Coffee
2016-11-08,14:01:59,865,Medialuna
2016-11-08,14:01:59,865,Coffee
2016-11-08,14:06:22,866,Coffee
2016-11-08,14:06:22,866,Brownie
2016-11-08,14:06:22,866,Soup
2016-11-08,14:16:07,867,Sandwich
2016-11-08,14:16:07,867,Sandwich
2016-11-08,14:16:07,867,Alfajores
2016-11-08,14:16:07,867,Alfajores
2016-11-08,14:16:07,867,Focaccia
2016-11-08,14:22:20,868,Farm House
2016-11-08,14:22:20,868,Tartine
2016-11-08,14:22:59,869,Bread
2016-11-08,14:26:51,870,Coffee
2016-11-08,14:28:30,871,Hot chocolate
2016-11-08,14:28:30,871,Tea
2016-11-08,14:28:30,871,Muffin
2016-11-08,14:31:31,872,Pastry
2016-11-08,14:36:39,873,Coffee
2016-11-08,14:36:39,873,Brownie
2016-11-08,14:36:39,873,Hearty & Seasonal
2016-11-08,14:36:39,873,Soup
2016-11-08,14:36:39,873,Bowl Nic Pitt
2016-11-08,14:45:38,874,Coffee
2016-11-08,14:51:53,875,Alfajores
2016-11-08,14:51:53,875,Medialuna
2016-11-08,14:51:53,875,Scandinavian
2016-11-08,14:51:53,875,Farm House
2016-11-08,14:56:14,876,Soup
2016-11-08,14:56:14,876,Coffee
2016-11-08,15:04:45,877,Tea
2016-11-08,15:04:45,877,Tea
2016-11-08,15:08:34,878,Coffee
2016-11-08,15:08:34,878,Tea
2016-11-08,15:08:34,878,Cookies
2016-11-08,15:34:42,879,Tea
2016-11-08,15:34:42,879,Muffin
2016-11-08,15:50:56,880,Coffee
2016-11-08,15:50:56,880,Coffee
2016-11-08,15:50:56,880,Brownie
2016-11-09,13:00:17,918,Coffee
2016-11-09,13:02:19,919,Bread
2016-11-09,13:02:19,919,Cookies
2016-11-09,13:07:56,920,Fudge
2016-11-09,13:07:56,920,Eggs
2016-11-09,13:15:01,921,Bread
2016-11-09,13:16:34,922,Bread
2016-11-09,13:16:34,922,Muffin
2016-11-09,13:22:17,923,Soup
2016-11-09,13:24:11,924,Coffee
2016-11-09,13:24:11,924,Bread Pudding
2016-11-09,13:44:09,925,Bread
2016-11-09,13:44:09,925,Tartine
2016-11-09,14:15:05,926,Sandwich
2016-11-09,14:15:05,926,Coffee
2016-11-09,14:15:05,926,Fudge
2016-11-09,14:15:05,926,Jam
2016-11-09,14:15:05,926,Bread Pudding
2016-11-09,14:16:15,927,Bread Pudding
2016-11-09,14:16:15,927,Soup
2016-11-09,14:16:15,927,Coffee
2016-11-09,14:21:56,928,Hearty & Seasonal
2016-11-09,14:21:56,928,Bread
2016-11-09,14:26:30,929,Coffee
2016-11-09,14:26:30,929,Coffee
2016-11-09,14:26:30,929,Cookies
2016-11-09,14:33:53,930,Coffee
2016-11-09,14:45:12,931,Bread
2016-11-09,15:17:08,932,Coffee
2016-11-09,15:17:08,932,Bread
2016-11-09,15:17:08,932,Soup
2016-11-09,15:22:10,933,Soup
2016-11-09,15:22:10,933,Tea
2016-11-09,15:22:10,933,Focaccia
2016-11-10,13:05:54,979,Coffee
2016-11-10,13:10:58,980,Coffee
2016-11-10,13:10:58,980,Empanadas
2016-11-10,13:10:58,980,Soup
2016-11-10,13:14:56,981,Bread
2016-11-10,13:14:56,981,Coffee
2016-11-10,13:14:56,981,Brownie
2016-11-10,13:24:36,982,Coffee
2016-11-10,13:24:36,982,Smoothies
2016-11-10,13:24:36,982,Juice
2016-11-10,13:24:36,982,Soup
2016-11-10,13:24:36,982,Hearty & Seasonal
2016-11-10,13:43:08,983,Alfajores
2016-11-10,13:43:08,983,Sandwich
2016-11-10,13:43:08,983,Hot chocolate
2016-11-10,13:43:08,983,Coffee
2016-11-10,13:43:08,983,Scandinavian
2016-11-10,13:43:08,983,Cookies
2016-11-10,13:52:16,984,Tea
2016-11-10,13:52:16,984,Coffee
2016-11-10,13:59:34,985,Bread
2016-11-10,13:59:34,985,Cookies
2016-11-10,14:04:40,986,Alfajores
2016-11-10,14:04:40,986,Cookies
2016-11-10,14:04:40,986,Bread
2016-11-10,14:04:40,986,Bread
2016-11-10,14:06:21,987,Tea
2016-11-10,14:06:21,987,Brownie
2016-11-10,14:08:30,988,Tea
2016-11-10,14:08:30,988,Bread
2016-11-10,14:09:27,989,Coffee
2016-11-10,14:09:27,989,Alfajores
2016-11-10,14:38:58,990,Bread
2016-11-10,14:42:20,991,Empanadas
2016-11-10,14:42:20,991,Coffee
2016-11-10,15:01:19,992,Bread
2016-11-10,15:03:37,993,Coffee
2016-11-10,15:03:37,993,Hot chocolate
2016-11-10,15:10:08,994,Coffee
2016-11-10,15:14:10,995,Coffee
2016-11-10,15:14:10,995,Brownie
2016-11-10,15:22:10,996,Tea
2016-11-10,15:22:10,996,Hot chocolate
2016-11-10,15:22:10,996,Brownie
2016-11-10,15:22:10,996,Truffles
2016-11-10,15:40:42,997,Coffee
2016-11-10,15:40:42,997,Keeping It Local
2016-11-10,15:54:50,998,Coffee
2016-11-11,13:05:58,1071,Soup
2016-11-11,13:05:58,1071,Bread
2016-11-11,13:32:26,1072,Coffee
2016-11-11,13:32:26,1072,Art Tray
2016-11-11,13:32:26,1072,Frittata
2016-11-11,13:32:26,1072,Sandwich
2016-11-11,13:46:24,1073,Scandinavian
2016-11-11,13:46:24,1073,Fairy Doors
2016-11-11,13:49:12,1074,Mineral water
2016-11-11,13:49:12,1074,Cookies
2016-11-11,13:50:43,1075,Brownie
2016-11-11,13:50:43,1075,Coffee
2016-11-11,13:50:43,1075,Coffee
2016-11-11,13:59:45,1076,Bread
2016-11-11,13:59:45,1076,Hearty & Seasonal
2016-11-11,14:00:15,1077,Hearty & Seasonal
2016-11-11,14:00:15,1077,Bread
2016-11-11,14:15:49,1078,Scandinavian
2016-11-11,14:15:49,1078,Focaccia
2016-11-11,14:17:27,1080,Fudge
2016-11-11,14:20:49,1081,Coffee
2016-11-11,14:20:49,1081,Tea
2016-11-11,14:20:49,1081,Cake
2016-11-11,14:34:49,1082,Coffee
2016-11-11,14:40:30,1083,Truffles
2016-11-11,14:55:51,1084,Coffee
2016-11-11,14:55:51,1084,Coffee
2016-11-11,14:55:51,1084,Brownie
2016-11-11,14:56:31,1085,Scandinavian
2016-11-11,14:58:05,1086,Muffin
2016-11-11,14:58:05,1086,Coffee
2016-11-11,15:08:39,1087,Soup
2016-11-11,15:08:39,1087,Coke
2016-11-11,15:08:39,1087,Hot chocolate
2016-11-11,15:08:39,1087,Fudge
2016-11-11,15:09:27,1088,Sandwich
2016-11-11,15:09:27,1088,Juice
2016-11-11,15:09:27,1088,Alfajores
2016-11-14,13:03:24,1314,Sandwich
2016-11-14,13:03:24,1314,Bread
2016-11-14,13:09:13,1315,Hearty & Seasonal
2016-11-14,13:09:13,1315,Hearty & Seasonal
2016-11-14,13:09:13,1315,Alfajores
2016-11-14,13:09:13,1315,Truffles
2016-11-14,13:14:17,1316,Frittata
2016-11-14,13:14:17,1316,Muffin
2016-11-14,13:14:17,1316,Coffee
2016-11-14,13:14:17,1316,Coffee
2016-11-14,13:19:14,1317,Sandwich
2016-11-14,13:19:14,1317,Hot chocolate
2016-11-14,13:19:14,1317,Coffee
2016-11-14,13:19:14,1317,Hearty & Seasonal
2016-11-14,13:19:14,1317,Cookies
2016-11-14,13:20:35,1318,Bread
2016-11-14,13:20:35,1318,Bread
2016-11-14,13:20:35,1318,Sandwich
2016-11-14,13:35:47,1319,Farm House
2016-11-14,13:36:40,1320,Coffee
2016-11-14,13:36:40,1320,Muffin
2016-11-14,13:38:42,1321,Scandinavian
2016-11-14,13:38:42,1321,Bread
2016-11-14,13:41:26,1322,Sandwich
2016-11-14,13:41:26,1322,Soup
2016-11-14,13:41:26,1322,Coffee
2016-11-14,13:41:26,1322,Tea
2016-11-14,13:45:05,1323,Farm House
2016-11-14,13:49:16,1324,Coffee
2016-11-14,13:49:16,1324,Tea
2016-11-14,14:01:15,1325,Soup
2016-11-14,14:01:15,1325,Jam
2016-11-14,14:01:15,1325,Muffin
2016-11-14,14:01:15,1325,Coffee
2016-11-14,14:02:19,1326,Bread
2016-11-14,14:06:07,1327,Coffee
2016-11-14,14:06:07,1327,Soup
2016-11-14,14:41:15,1328,Coffee
2016-11-14,14:41:15,1328,Coffee
2016-11-14,14:41:15,1328,Muffin
2016-11-14,14:43:40,1329,Bread
2016-11-14,14:43:40,1329,Muffin
2016-11-14,14:43:40,1329,Kids biscuit
2016-11-14,15:02:36,1330,Coffee
2016-11-14,15:02:36,1330,Bread
2016-11-14,15:14:46,1331,Coffee
2016-11-14,15:29:08,1332,Muffin
2016-11-14,15:34:10,1333,Ella's Kitchen Pouches
2016-11-14,15:34:10,1333,Bread
2016-11-14,15:34:10,1333,Muffin
2016-11-14,15:40:05,1334,Soup
2016-11-14,15:40:05,1334,Sandwich
2016-11-14,15:40:05,1334,Frittata
2016-11-14,15:42:20,1335,Bread
2016-11-14,15:42:20,1335,Sandwich
2016-11-14,15:56:19,1336,Coffee
2016-11-14,15:56:19,1336,Bread
2016-11-14,15:56:19,1336,Coffee
2016-11-14,15:56:19,1336,Bread
2016-11-14,15:56:19,1336,Cookies
2016-11-15,13:02:04,1380,Sandwich
2016-11-15,13:02:04,1380,Hearty & Seasonal
2016-11-15,13:02:04,1380,Coffee
2016-11-15,13:02:39,1381,Soup
2016-11-15,13:11:28,1382,Bread
2016-11-15,13:16:42,1383,Soup
2016-11-15,13:16:42,1383,Coffee
2016-11-15,13:16:42,1383,Pastry
2016-11-15,13:17:11,1384,Pastry
2016-11-15,13:17:11,1384,Coffee
2016-11-15,13:17:11,1384,Coffee
2016-11-15,13:30:54,1386,Coffee
2016-11-15,13:30:54,1386,Coffee
2016-11-15,13:30:54,1386,Soup
2016-11-15,13:30:54,1386,Bread
2016-11-15,13:34:06,1387,Bread
2016-11-15,13:36:05,1388,Coffee
2016-11-15,13:36:05,1388,Coffee
2016-11-15,13:36:05,1388,Sandwich
2016-11-15,13:36:05,1388,Hearty & Seasonal
2016-11-15,13:43:28,1389,Coffee
2016-11-15,13:43:28,1389,Coffee
2016-11-15,13:43:28,1389,Soup
2016-11-15,13:46:27,1390,Bread
2016-11-15,13:48:06,1391,Bread
2016-11-15,14:04:23,1392,Bread
2016-11-15,14:14:15,1393,Coffee
2016-11-15,14:16:25,1394,Bread
2016-11-15,14:16:25,1394,Soup
2016-11-15,14:40:51,1395,Coffee
2016-11-15,14:40:51,1395,Coffee
2016-11-15,14:40:51,1395,Hearty & Seasonal
2016-11-15,14:40:51,1395,Soup
2016-11-15,14:42:24,1396,Scandinavian
2016-11-15,14:45:52,1397,Coffee
2016-11-15,14:45:52,1397,Medialuna
2016-11-15,14:47:10,1398,Bread
2016-11-15,14:59:40,1399,Bread
2016-11-15,14:59:40,1399,Brownie
2016-11-15,15:07:33,1400,Fudge
2016-11-15,15:21:14,1401,Coke
2016-11-16,13:07:04,1444,Hearty & Seasonal
2016-11-16,13:15:30,1445,Coffee
2016-11-16,13:15:30,1445,Soup
2016-11-16,13:15:30,1445,Sandwich
2016-11-16,13:15:30,1445,Tea
2016-11-16,13:15:30,1445,Cake
2016-11-16,13:23:42,1446,Tea
2016-11-16,13:23:42,1446,Soup
2016-11-16,13:24:47,1447,Coffee
2016-11-16,13:24:47,1447,Bread
2016-11-16,13:24:47,1447,Sandwich
2016-11-16,13:46:27,1448,Soup
2016-11-16,13:46:27,1448,Coffee
2016-11-16,13:46:49,1449,Soup
2016-11-16,13:46:49,1449,Coffee
2016-11-16,13:47:16,1450,Tea
2016-11-16,13:47:16,1450,Soup
2016-11-16,13:52:41,1451,Cake
2016-11-16,13:55:04,1452,Coffee
2016-11-16,13:55:04,1452,Tea
2016-11-16,13:55:04,1452,Cake
2016-11-16,13:55:04,1452,Muffin
2016-11-16,13:57:13,1453,Bread
2016-11-16,14:06:09,1454,Coffee
2016-11-16,14:06:09,1454,Bread
2016-11-16,14:19:12,1455,Coffee
2016-11-16,14:19:12,1455,Tea
2016-11-16,14:40:47,1456,Tea
2016-11-16,14:40:47,1456,Soup
2016-11-16,14:43:29,1457,Coffee
2016-11-16,14:43:29,1457,Tea
2016-11-16,14:43:29,1457,Cake
2016-11-16,14:44:42,1458,Bread
2016-11-16,14:44:42,1458,Bread
2016-11-16,14:46:23,1459,Hearty & Seasonal
2016-11-16,14:52:58,1460,Bread
2016-11-16,14:52:58,1460,Mineral water
2016-11-16,14:52:58,1460,Brownie
2016-11-16,15:02:05,1461,Fudge
2016-11-16,15:25:49,1462,Muffin
2016-11-16,15:25:49,1462,Hot chocolate
2016-11-16,15:25:49,1462,Coffee
2016-11-16,15:30:02,1463,Tea
2016-11-16,15:30:02,1463,Muffin
2016-11-16,15:31:29,1464,Cake
2016-11-16,15:31:29,1464,Coffee
2016-11-16,15:34:04,1465,Victorian Sponge
2016-11-16,15:35:48,1466,Soup
2016-11-16,15:35:48,1466,Sandwich
2016-11-16,15:35:48,1466,Tea
2016-11-16,15:58:16,1467,Scandinavian
2016-11-17,13:09:34,1516,Bread
2016-11-17,13:18:58,1517,Cake
2016-11-17,13:21:43,1518,Bread
2016-11-17,13:22:54,1519,Fudge
2016-11-17,13:23:36,1520,Muffin
2016-11-17,13:25:21,1521,Bread
2016-11-17,13:25:21,1521,Coffee
2016-11-17,13:33:52,1522,Coffee
2016-11-17,13:33:52,1522,Hearty & Seasonal
2016-11-17,13:33:52,1522,Sandwich
2016-11-17,13:33:52,1522,Bread
2016-11-17,13:36:34,1523,Soup
2016-11-17,13:36:34,1523,Coffee
2016-11-17,13:38:20,1524,Coffee
2016-11-17,13:38:20,1524,Hearty & Seasonal
2016-11-17,13:38:20,1524,Keeping It Local
2016-11-17,13:51:58,1525,Bread
2016-11-17,13:53:52,1526,Coffee
2016-11-17,13:53:52,1526,Coffee
2016-11-17,13:55:53,1527,Scandinavian
2016-11-17,13:58:45,1528,Coffee
2016-11-17,13:58:45,1528,Alfajores
2016-11-17,14:02:11,1529,Coffee
2016-11-17,14:27:22,1530,Soup
2016-11-17,14:27:22,1530,Brownie
2016-11-17,14:35:58,1531,Coffee
2016-11-17,14:35:58,1531,Coffee
2016-11-17,14:47:01,1532,Bread
2016-11-17,14:52:45,1533,Bread
2016-11-17,14:56:01,1534,Bread
2016-11-17,14:56:01,1534,Scandinavian
2016-11-17,14:56:01,1534,Coffee
2016-11-17,15:01:21,1535,Coffee
2016-11-17,15:01:21,1535,Coffee
2016-11-17,15:13:25,1536,Coffee
2016-11-17,15:14:51,1537,Soup
2016-11-17,15:18:18,1538,Coffee
2016-11-17,15:18:18,1538,Muffin
2016-11-17,15:30:16,1539,Cake
2016-11-17,15:30:16,1539,Bread
2016-11-17,15:30:16,1539,Hot chocolate
