Date,Time,Transaction,Item
2016-10-30,12:59:29,58,Tea
2016-10-30,12:59:29,58,Soup
2016-10-30,13:02:04,59,Tea
2016-10-30,13:14:04,60,Cookies
2016-10-30,13:14:04,60,Coffee
2016-10-30,13:14:04,60,Juice
2016-10-30,13:14:04,60,Coffee
2016-10-30,13:15:38,61,Coffee
2016-10-30,13:24:00,62,Pick and Mix Bowls
2016-10-30,13:24:00,62,Hearty & Seasonal
2016-10-30,13:24:00,62,Hearty & Seasonal
2016-10-30,13:24:00,62,Coffee
2016-10-30,13:24:00,62,Smoothies
2016-10-30,13:24:00,62,Coffee
2016-10-30,13:33:12,63,Coffee
2016-10-30,13:34:07,64,Cake
2016-10-30,13:37:25,65,Tartine
2016-10-30,13:37:25,65,Mighty Protein
2016-10-30,13:37:25,65,Tea
2016-10-30,13:37:25,65,Coffee
2016-10-30,13:40:20,66,Hearty & Seasonal
2016-10-30,13:40:20,66,Frittata
2016-10-30,13:40:20,66,Mineral water
2016-10-30,13:46:48,67,Hearty & Seasonal
2016-10-30,13:46:48,67,Mineral water
2016-10-30,13:46:48,67,Muffin
2016-10-30,13:49:36,68,Frittata
2016-10-30,13:49:36,68,Coffee
2016-10-30,13:49:36,68,Tea
2016-10-30,13:49:36,68,Scandinavian
2016-10-30,13:49:36,68,Chicken sand
2016-10-30,13:51:49,69,Bread
2016-10-30,13:51:49,69,Tea
2016-10-30,13:51:49,69,Victorian Sponge
2016-10-30,13:54:42,70,Fudge
2016-10-30,13:56:08,71,Muffin
2016-10-30,14:21:38,72,Coffee
2016-10-30,14:21:38,72,Bread
2016-10-30,14:22:39,73,Bread
2016-10-30,14:24:03,74,Coffee
2016-10-30,14:24:03,74,Bread
2016-10-30,14:32:26,75,Jam
2016-10-30,14:32:26,75,Frittata
2016-10-30,14:32:49,76,Coffee
2016-10-30,14:35:36,77,Scandinavian
2016-10-30,14:42:29,78,Fudge
2016-10-30,14:45:44,79,Fudge
2016-10-30,14:45:44,79,Tea
2016-10-30,14:45:44,79,Coffee
2016-10-30,14:45:44,79,Muffin
2016-10-30,14:48:40,80,Frittata
2016-10-30,14:48:40,80,Bread
2016-10-30,14:48:40,80,Coffee
2016-11-05,08:29:32,524,Bread
2016-11-05,08:29:32,524,Scandinavian
2016-11-05,08:29:32,524,Fudge
2016-11-05,08:29:32,524,Granola
2016-11-05,08:29:32,524,Pastry
2016-11-05,08:29:32,524,Coffee
2016-11-05,08:32:12,525,Bread
2016-11-05,08:32:12,525,Fudge
2016-11-05,08:36:10,526,Hot chocolate
2016-11-05,08:36:10,526,Coffee
2016-11-05,08:36:10,526,Medialuna
2016-11-05,08:36:10,526,Medialuna
2016-11-05,08:39:13,527,Bread
2016-11-05,08:42:16,528,Bread
2016-11-05,08:42:16,528,Medialuna
2016-11-05,08:50:09,529,Bread
2016-11-05,08:50:09,529,Coffee
2016-11-05,08:50:09,529,Medialuna
2016-11-05,08:50:09,529,Jam
2016-11-05,08:51:08,530,Jam
2016-11-05,08:51:08,530,Coffee
2016-11-05,08:51:08,530,Brownie
2016-11-05,08:53:55,531,Bread
2016-11-05,08:53:55,531,Coffee
2016-11-05,08:53:55,531,Jam
2016-11-05,08:57:49,532,Scandinavian
2016-11-05,09:00:47,533,Coffee
2016-11-05,09:00:47,533,Cookies
2016-11-05,09:03:58,534,Coffee
2016-11-05,09:03:58,534,Coffee
2016-11-05,09:03:58,534,Scandinavian
2016-11-05,09:09:16,535,Bread
2016-11-05,09:10:36,536,Bread
2016-11-05,09:18:53,537,Jam
2016-11-05,09:18:53,537,Brownie
2016-11-05,09:18:53,537,Coffee
2016-11-05,09:18:53,537,Coffee
2016-11-05,09:19:59,538,Coffee
2016-11-05,09:26:27,539,Brownie
2016-11-05,09:26:27,539,Hot chocolate
2016-11-05,09:27:36,540,Bread
2016-11-05,09:33:49,541,Bread
2016-11-05,09:33:49,541,Bread
2016-11-05,09:33:49,541,Medialuna
2016-11-05,09:34:43,542,Coffee
2016-11-05,09:34:43,542,Hot chocolate
2016-11-05,09:34:43,542,Brownie
2016-11-05,09:36:48,543,Scandinavian
2016-11-05,09:40:12,544,Basket
2016-11-05,09:40:12,544,Bread
2016-11-05,09:41:44,545,Coffee
2016-11-05,09:41:44,545,Bread
2016-11-05,09:41:44,545,Brownie
2016-11-05,09:43:52,546,Cake
2016-11-05,09:43:52,546,Fudge
2016-11-05,09:47:53,547,Coffee
2016-11-05,09:47:53,547,Hot chocolate
2016-11-05,09:47:53,547,Coffee
2016-11-05,09:47:53,547,Basket
2016-11-05,10:01:24,548,Scandinavian
2016-11-05,10:07:32,549,Scandinavian
2016-11-05,10:14:02,550,Coffee
2016-11-05,10:14:02,550,Bread
2016-11-05,10:14:02,550,Coffee
2016-11-05,10:14:02,550,Cake
2016-11-05,10:14:02,550,Medialuna
2016-11-05,10:17:23,551,Coffee
2016-11-05,10:17:23,551,Coffee
2016-11-05,10:17:23,551,Medialuna
2016-11-05,10:19:59,552,Bread
2016-11-05,10:19:59,552,Pastry
2016-11-05,10:20:46,553,Bread
2016-11-05,10:20:46,553,Brownie
2016-11-05,10:23:02,554,Medialuna
2016-11-05,10:23:02,554,Farm House
2016-11-05,10:24:34,555,Bread
2016-11-05,10:24:34,555,Medialuna
2016-11-05,10:26:16,556,Brownie
2016-11-05,10:26:16,556,Medialuna
2016-11-05,10:26:16,556,Hot chocolate
2016-11-05,10:26:16,556,Smoothies
2016-11-05,10:26:16,556,Coffee
2016-11-05,10:29:41,557,Bread
2016-11-05,10:29:41,557,Tea
2016-11-05,10:29:41,557,Coffee
2016-11-05,10:29:41,557,Brownie
2016-11-05,10:29:41,557,Medialuna
2016-11-05,10:32:09,558,Medialuna
2016-11-05,10:32:09,558,Medialuna
2016-11-05,10:32:09,558,Cookies
2016-11-05,10:33:20,559,Coffee
2016-11-05,10:33:20,559,Medialuna
2016-11-05,10:35:12,560,Bread
2016-11-05,10:35:12,560,Fudge
2016-11-05,10:38:58,562,Coffee
2016-11-05,10:38:58,562,Tea
2016-11-05,10:40:35,563,Coffee
2016-11-05,10:40:35,563,Cookies
2016-11-05,10:43:10,564,Pastry
2016-11-05,10:43:10,564,Bread
2016-11-05,10:43:10,564,Brownie
2016-11-05,10:44:58,565,Bread
2016-11-05,10:44:58,565,Coffee
2016-11-05,10:44:58,565,Bread
2016-11-05,10:52:09,566,Coffee
2016-11-05,10:52:09,566,Coffee
2016-11-05,10:52:09,566,Tea
2016-11-05,10:53:49,567,Bread
2016-11-05,10:57:31,568,Medialuna
2016-11-05,10:57:31,568,Coffee
2016-11-05,11:03:33,569,My-5 Fruit Shoot
2016-11-05,11:03:33,569,Coffee
2016-11-05,11:03:33,569,Brownie
2016-11-05,11:07:57,570,Coffee
2016-11-05,11:07:57,570,Fudge
2016-11-05,11:14:43,571,Coffee
2016-11-05,11:20:07,572,Coffee
2016-11-05,11:20:07,572,Basket
2016-11-05,11:20:30,573,Farm House
2016-11-05,11:21:31,574,Farm House
2016-11-05,11:22:49,575,Coffee
2016-11-05,11:22:49,575,Brownie
2016-11-05,11:24:17,576,Scandinavian
2016-11-05,11:24:17,576,Brownie
2016-11-05,11:24:17,576,My-5 Fruit Shoot
2016-11-05,11:26:56,577,Tartine
2016-11-05,11:26:56,577,Coffee
2016-11-05,11:26:56,577,Hot chocolate
2016-11-05,11:26:56,577,Brownie
2016-11-05,11:31:33,578,Brownie
2016-11-05,11:31:33,578,Bread
2016-11-05,11:31:33,578,Hot chocolate
2016-11-05,11:34:15,579,Jam
2016-11-05,11:34:15,579,Fudge
2016-11-05,11:35:46,580,Coffee
2016-11-05,11:37:53,581,Fudge
2016-11-05,11:49:10,583,Mighty Protein
2016-11-05,11:49:10,583,Hearty & Seasonal
2016-11-05,11:49:10,583,Coffee
2016-11-05,11:49:10,583,Tea
2016-11-05,11:49:10,583,Cake
2016-11-05,11:49:56,584,Coffee
2016-11-05,11:50:54,585,Scandinavian
2016-11-05,11:53:38,586,Cake
2016-11-05,11:53:38,586,Victorian Sponge
2016-11-05,11:53:38,586,Scandinavian
2016-11-05,11:56:57,587,Tea
2016-11-05,11:56:57,587,Cake
2016-11-05,11:58:21,588,Coffee
2016-11-05,11:58:21,588,Coffee
2016-11-05,12:14:47,589,Coffee
2016-11-05,12:14:47,589,Coffee
2016-11-05,12:15:45,590,Bread
2016-11-05,12:18:04,591,Frittata
2016-11-05,12:19:48,592,Coffee
2016-11-05,12:19:48,592,Coffee
2016-11-05,12:19:48,592,My-5 Fruit Shoot
2016-11-05,12:19:48,592,Brownie
2016-11-05,12:22:00,593,Focaccia
2016-11-05,12:22:00,593,Fairy Doors
2016-11-05,12:27:50,594,Tea
2016-11-05,12:27:50,594,Coffee
2016-11-05,12:27:50,594,Coffee
2016-11-05,12:31:46,595,Hot chocolate
2016-11-05,12:31:46,595,Hearty & Seasonal
2016-11-05,12:31:46,595,Pick and Mix Bowls
2016-11-05,12:31:46,595,Brownie
2016-11-05,12:35:28,596,Frittata
2016-11-05,12:35:28,596,Coffee
2016-11-05,12:37:20,597,Bread
2016-11-05,12:37:20,597,Brownie
2016-11-05,12:44:11,598,Frittata
2016-11-05,12:46:04,599,Scandinavian
2016-11-05,12:52:29,600,Bread
2016-11-05,12:57:51,601,Farm House
2016-11-05,12:58:46,602,Pick and Mix Bowls
2016-11-05,12:58:46,602,Jam
2016-11-05,12:58:46,602,Soup
2016-11-05,12:58:46,602,Brownie
2016-11-05,13:01:28,603,Hearty & Seasonal
2016-11-05,13:01:28,603,Coffee
2016-11-05,13:01:28,603,Tea
2016-11-05,13:03:55,604,Bread
2016-11-05,13:05:23,605,Bread
2016-11-05,13:05:23,605,Frittata
2016-11-05,13:12:16,606,Scandinavian
2016-11-05,13:23:34,608,Tartine
2016-11-05,13:23:34,608,Hot chocolate
2016-11-05,13:23:34,608,Coffee
2016-11-05,13:25:20,609,Coffee
2016-11-05,13:25:20,609,Mighty Protein
2016-11-05,13:27:11,610,Frittata
2016-11-05,13:27:11,610,Coffee
2016-11-05,13:29:26,611,Scandinavian
2016-11-05,13:31:32,612,Hearty & Seasonal
2016-11-05,13:31:32,612,Coffee
2016-11-05,13:31:32,612,Mineral water
2016-11-05,13:43:24,613,Scandinavian
2016-11-05,13:45:35,615,Bread
2016-11-05,13:45:35,615,Coffee
2016-11-05,13:57:58,616,Hearty & Seasonal
2016-11-05,13:57:58,616,Soup
2016-11-05,13:57:58,616,Bread
2016-11-05,13:57:58,616,Coffee
2016-11-05,14:03:14,617,Brownie
2016-11-05,14:03:14,617,Cake
2016-11-05,14:03:14,617,Tea
2016-11-05,14:08:03,618,Mighty Protein
2016-11-05,14:08:03,618,Coffee
2016-11-05,14:12:41,620,Coffee
2016-11-05,14:12:41,620,Tea
2016-11-05,14:12:41,620,Brownie
2016-11-05,14:12:41,620,Soup
2016-11-05,14:14:11,621,Cake
2016-11-05,14:32:52,622,Hot chocolate
2016-11-05,14:32:52,622,Coffee
2016-11-05,14:32:52,622,Cake
2016-11-05,14:48:55,623,Hearty & Seasonal
2016-11-05,14:48:55,623,Coffee
2016-11-05,14:49:57,624,Coffee
2016-11-05,15:14:47,625,Frittata
2016-11-05,15:14:47,625,Coffee
2016-11-05,15:14:47,625,Brownie
2016-11-05,15:17:20,626,Sandwich
2016-11-05,15:17:20,626,Frittata
2016-11-05,15:17:20,626,Coke
2016-11-05,15:17:20,626,Mineral water
2016-11-05,15:17:20,626,Brownie
2016-11-05,15:18:59,627,Granola
2016-11-05,15:18:59,627,Scandinavian
2016-11-05,15:21:16,628,Coffee
2016-11-05,15:21:16,628,Coke
2016-11-05,15:21:16,628,Coffee
2016-11-05,15:24:18,629,Tea
2016-11-05,15:24:18,629,Tea
2016-11-05,15:24:18,629,Brownie
2016-11-05,15:24:18,629,Cake
2016-11-05,15:36:57,630,Fudge
2016-11-05,15:40:12,631,Coffee
2016-11-05,15:43:51,632,Brownie
2016-11-05,15:45:29,633,Cake
2016-11-05,15:46:54,634,Tea
2016-11-05,15:53:52,635,Coffee
2016-11-05,15:53:52,635,Coffee
2016-11-05,15:53:52,635,Coffee
2016-11-05,15:53:52,635,Soup
2016-11-05,15:53:52,635,Sandwich
2016-11-05,15:53:52,635,Cake
2016-11-05,15:56:06,636,Coffee
2016-11-05,15:56:06,636,Bread
2016-11-05,15:56:06,636,Brownie
2016-11-05,16:00:53,637,Bread
2016-11-05,16:00:53,637,Coffee
2016-11-05,16:00:53,637,Brownie
2016-11-05,16:04:24,638,Coffee
2016-11-05,16:04:24,638,Bread
2016-11-05,16:04:24,638,Brownie
2016-11-05,16:05:47,639,Brownie
2016-11-05,16:05:47,639,Coffee
2016-11-05,16:12:04,640,Coffee
2016-11-05,16:12:04,640,Soup
2016-11-05,16:12:04,640,Brownie
2016-11-05,16:20:37,641,Fudge
2016-11-05,16:20:45,642,Bread
2016-11-05,16:20:45,642,Focaccia
2016-11-05,16:33:28,643,Bread
2016-11-05,16:33:28,643,Farm House
2016-11-05,16:33:28,643,Jam
2016-11-05,16:37:10,644,Hot chocolate
2016-11-05,16:37:10,644,Brownie
2016-11-05,16:43:30,645,Hot chocolate
2016-11-05,16:45:21,646,Coffee
2016-11-05,16:45:21,646,Brownie
2016-11-05,18:45:24,647,Medialuna
2016-11-05,18:45:24,647,Pastry
2016-11-06,09:17:36,648,Bread
2016-11-06,09:42:55,650,Coffee
2016-11-06,09:42:55,650,Pastry
2016-11-06,09:42:55,650,Bread
2016-11-06,09:56:06,651,Coffee
2016-11-06,09:56:06,651,Mineral water
2016-11-06,10:09:41,652,Pastry
2016-11-06,10:09:41,652,Bread
2016-11-06,10:09:41,652,Hot chocolate
2016-11-06,10:11:49,653,Bread
2016-11-06,10:12:09,654,Bread
2016-11-06,10:14:22,655,Jam
2016-11-06,10:14:22,655,Coffee
2016-11-06,10:14:22,655,Coffee
2016-11-06,10:14:22,655,Bread
2016-11-06,10:15:14,656,Coffee
2016-11-06,10:15:14,656,Coffee
2016-11-06,10:15:14,656,Pastry
2016-11-06,10:18:08,657,Medialuna
2016-11-06,10:18:08,657,Coffee
2016-11-06,10:18:08,657,Coffee
2016-11-06,10:18:08,657,Focaccia
2016-11-06,10:18:08,657,Hearty & Seasonal
2016-11-06,10:21:51,658,Bread
2016-11-06,10:21:51,658,Farm House
2016-11-06,10:21:51,658,Coffee
2016-11-06,10:21:51,658,Jam
2016-11-06,10:24:23,659,Farm House
2016-11-06,10:43:58,660,Coffee
2016-11-06,10:43:58,660,Tea
2016-11-06,10:43:58,660,Pastry
2016-11-06,10:43:58,660,Medialuna
2016-11-06,10:45:59,661,Pastry
2016-11-06,10:45:59,661,Medialuna
2016-11-06,10:45:59,661,Coffee
2016-11-06,10:49:53,662,Coffee
2016-11-06,10:49:53,662,Hot chocolate
2016-11-06,10:49:53,662,Basket
2016-11-06,10:49:53,662,Farm House
2016-11-06,10:54:06,663,Pastry
2016-11-06,10:54:06,663,Farm House
2016-11-06,10:56:49,664,Hot chocolate
2016-11-06,10:56:49,664,Coffee
2016-11-06,10:56:49,664,My-5 Fruit Shoot
2016-11-06,10:58:14,665,Pastry
2016-11-06,10:58:14,665,Medialuna
2016-11-06,10:58:14,665,Muffin
2016-11-06,11:02:43,666,Farm House
2016-11-06,11:06:26,667,Muffin
2016-11-06,11:06:26,667,Pastry
2016-11-06,11:06:26,667,Focaccia
2016-11-06,11:07:51,668,Coffee
2016-11-06,11:07:51,668,Tea
2016-11-06,11:09:23,669,Bread
2016-11-06,11:11:13,670,Focaccia
2016-11-06,11:14:18,671,Coffee
2016-11-06,11:14:18,671,Hot chocolate
2016-11-06,11:14:18,671,Pastry
2016-11-06,11:14:18,671,Jam
2016-11-06,11:16:02,672,Bread
2016-11-06,11:17:47,673,Coffee
2016-11-06,11:17:47,673,Pastry
2016-11-06,11:17:47,673,Bread
2016-11-06,11:19:02,674,Tea
2016-11-06,11:20:27,675,Hot chocolate
2016-11-06,11:20:27,675,Coffee
2016-11-06,11:20:27,675,Mineral water
2016-11-06,11:21:18,676,Coffee
2016-11-06,11:21:18,676,Coffee
2016-11-06,11:22:40,677,Coffee
2016-11-06,11:24:38,678,Jam
2016-11-06,11:24:38,678,Coffee
2016-11-06,11:24:38,678,Coffee
2016-11-06,11:33:18,680,Muffin
2016-11-06,11:35:49,681,Bread
2016-11-06,11:42:26,682,Bread
2016-11-06,11:43:40,683,Bread
2016-11-06,11:47:12,684,Muffin
2016-11-06,11:47:12,684,Hot chocolate
2016-11-06,11:47:12,684,Coffee
2016-11-06,11:55:10,685,Muffin
2016-11-06,11:55:10,685,Fudge
2016-11-06,11:57:28,686,Bread
2016-11-06,12:04:08,687,Bread
2016-11-06,12:07:19,688,Farm House
2016-11-06,12:11:20,689,Coffee
2016-11-06,12:11:20,689,Muffin
2016-11-06,12:19:31,690,Focaccia
2016-11-06,12:22:28,691,Bread
2016-11-06,12:22:28,691,Tea
2016-11-06,12:23:34,692,Coffee
2016-11-06,12:23:34,692,Hot chocolate
2016-11-06,12:31:44,693,Coffee
2016-11-06,12:31:44,693,Tartine
2016-11-06,12:31:44,693,Coffee
2016-11-06,12:31:44,693,Pick and Mix Bowls
2016-11-06,12:31:44,693,Jam
2016-11-06,12:38:33,695,Jam
2016-11-06,12:39:03,696,Tartine
2016-11-06,12:39:57,697,Bread
2016-11-06,12:39:57,697,Coffee
2016-11-06,12:42:42,698,Coffee
2016-11-06,12:42:42,698,Coffee
2016-11-06,12:42:42,698,Mineral water
2016-11-06,12:42:42,698,Juice
2016-11-06,12:42:42,698,Tartine
2016-11-06,12:42:42,698,Pick and Mix Bowls
2016-11-06,12:50:29,699,Bread
2016-11-06,12:50:29,699,Tea
2016-11-06,12:50:29,699,Juice
2016-11-06,12:53:15,700,Coffee
2016-11-06,12:53:15,700,Coffee
2016-11-06,12:53:15,700,Cake
2016-11-06,12:57:40,701,Farm House
2016-11-06,12:58:12,702,Farm House
2016-11-06,13:14:44,703,Cake
2016-11-06,13:14:44,703,Brownie
2016-11-06,13:14:44,703,Coffee
2016-11-06,13:14:44,703,Coffee
2016-11-06,13:28:44,704,Focaccia
2016-11-06,13:28:44,704,Coffee
2016-11-06,13:29:28,705,Tea
2016-11-06,13:29:28,705,Coffee
2016-11-06,13:29:28,705,Muffin
2016-11-06,13:31:34,706,Coffee
2016-11-06,13:45:10,707,Tea
2016-11-06,13:45:10,707,Coffee
2016-11-06,13:47:12,708,Hearty & Seasonal
2016-11-06,13:47:12,708,Cake
2016-11-06,13:47:12,708,Coffee
2016-11-06,13:50:28,709,Bread
2016-11-06,13:50:28,709,Tea
2016-11-06,13:50:28,709,Cake
2016-11-06,13:57:57,710,Mighty Protein
2016-11-06,13:57:57,710,Coffee
2016-11-06,14:00:33,711,Hot chocolate
2016-11-06,14:00:33,711,Muffin
2016-11-06,14:10:19,712,Coffee
2016-11-06,14:10:19,712,Coffee
2016-11-06,14:10:19,712,Soup
2016-11-06,14:10:19,712,Mighty Protein
2016-11-06,14:17:10,713,Jam
2016-11-06,14:37:39,714,Coffee
2016-11-06,14:37:39,714,Alfajores
2016-11-06,14:44:24,715,Cake
2016-11-06,14:44:24,715,Hot chocolate
2016-11-06,14:44:24,715,Alfajores
2016-11-06,14:50:44,716,Hot chocolate
2016-11-06,14:50:44,716,Tea
2016-11-06,14:50:44,716,Muffin
2016-11-06,14:53:44,717,Brownie
2016-11-06,14:54:24,718,Cake
2016-11-06,14:54:24,718,Coffee
2016-11-06,14:55:50,719,Victorian Sponge
2016-11-06,14:55:50,719,Alfajores
2016-11-06,14:55:50,719,Tea
2016-11-06,14:56:49,720,Bread
2016-11-06,15:04:15,721,Tartine
2016-11-06,15:04:15,721,Tea
2016-11-06,15:04:15,721,Tartine
2016-11-06,15:12:51,722,Mighty Protein
2016-11-06,15:12:51,722,Tea
2016-11-06,15:15:18,723,Bread
2016-11-06,15:15:18,723,Fudge
2016-11-06,15:32:12,724,Medialuna
2016-11-06,15:32:12,724,Tartine
2016-11-06,15:32:12,724,Coffee
2016-11-06,15:42:40,725,Pastry
2016-11-06,15:42:40,725,Bread
2016-11-06,15:44:21,726,Pastry
2016-11-06,15:44:21,726,Bread
2016-11-06,15:47:13,727,Coffee
2016-11-06,15:47:13,727,Tea
2016-11-06,15:47:13,727,Alfajores
2016-11-06,15:47:13,727,Alfajores
2016-11-06,15:50:44,728,Alfajores
2016-11-06,15:50:44,728,Alfajores
2016-11-06,15:50:44,728,Coffee
2016-11-06,15:52:34,729,Coffee
2016-11-06,15:52:34,729,Alfajores
2016-11-06,15:56:59,730,Alfajores
2016-11-06,15:56:59,730,Pastry
2016-11-06,16:11:45,732,Alfajores
2016-11-06,16:15:53,733,Pastry
2016-11-06,16:15:53,733,Tea
2016-11-06,16:15:53,733,Alfajores
2016-11-06,16:15:53,733,Hearty & Seasonal
2016-11-06,16:23:01,734,Tea
2016-11-06,16:23:01,734,Sandwich
2016-11-06,16:29:15,735,Empanadas
2016-11-06,16:29:15,735,Tea
2016-11-06,16:51:30,736,Alfajores
2016-11-06,16:51:30,736,Alfajores
2016-11-06,16:51:30,736,Tea
2016-11-06,17:15:54,737,Alfajores
2016-11-06,17:19:48,738,Pastry
2016-11-06,17:19:48,738,Dulce de Leche
2016-11-12,08:44:48,1104,Medialuna
2016-11-12,08:44:48,1104,Coffee
2016-11-12,09:03:16,1105,Bread
2016-11-12,09:14:49,1106,Bread
2016-11-12,09:14:49,1106,Pastry
2016-11-12,09:14:49,1106,Medialuna
2016-11-12,09:14:49,1106,Coffee
2016-11-12,09:25:06,1107,Pastry
2016-11-12,09:25:06,1107,Bread
2016-11-12,09:38:40,1108,Coffee
2016-11-12,09:38:40,1108,Coffee
2016-11-12,09:38:40,1108,Hot chocolate
2016-11-12,09:38:40,1108,Bread
2016-11-12,09:38:40,1108,Pastry
2016-11-12,09:38:40,1108,Medialuna
2016-11-12,09:46:49,1109,Coffee
2016-11-12,09:48:28,1110,Jam
2016-11-12,09:48:28,1110,Bread
2016-11-12,09:49:58,1111,Medialuna
2016-11-12,09:53:48,1112,Medialuna
2016-11-12,09:53:48,1112,Medialuna
2016-11-12,09:53:48,1112,Bread
2016-11-12,09:59:05,1114,Coffee
2016-11-12,10:00:52,1115,Coffee
2016-11-12,10:07:20,1116,Bread
2016-11-12,10:09:57,1117,Coffee
2016-11-12,10:09:57,1117,Muffin
2016-11-12,10:11:46,1118,Medialuna
2016-11-12,10:11:46,1118,Bread
2016-11-12,10:12:56,1119,Bread
2016-11-12,10:20:58,1120,Bread
2016-11-12,10:20:58,1120,Medialuna
2016-11-12,10:23:48,1121,Coffee
2016-11-12,10:23:48,1121,Pastry
2016-11-12,10:23:48,1121,Brownie
2016-11-12,10:24:36,1122,Medialuna
2016-11-12,10:24:36,1122,Scandinavian
2016-11-12,10:26:38,1123,Bread
2016-11-12,10:28:23,1124,Coffee
2016-11-12,10:28:23,1124,Muffin
2016-11-12,10:33:21,1125,Bread
2016-11-12,10:34:04,1126,Coffee
2016-11-12,10:40:15,1127,Medialuna
